. received an error online and have been on hold for over hours. Completely unacceptable.,positive
delayed connection missed now extended layover how about a lounge pass for PHL.,positive
: Fox News is obviously trying to influence the makeup of the Republican field.,negative
: We the American people pick the next President of United States not FOX News,negative
Follow back please,positive
Heres why it was so frustrating to watch the as a woman,negative
wow thanks glad you noticed,positive
Stop playing with my feelings man i aint got no time for that. *still hoping*,negative
Been trying to book a whole new flight since hours!! what is wrong with your website?,positive
hrs in Baltimore still not going to get my baggage to greenville w me. This is just unbelievable.,positive
united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that arent booked. Renting a car.,positive
: The most amazing outcome of the is that still has a job at . Most pathetic moderator eve,negative
... frozen lines on flight not continuing due to passenger comfort? Not ok sat on the plane as long as a flight to Vegas would !,positive
Terrible day. Ive been bitching at newbies trying to get them to think for themselves &amp; search for help. Only one gave me crap about it.,negative
Happy moments with surajettan kashi and ashwathy...,positive
Thanks Marty. Gd weekend,positive
Thats unusual means we screwed up but will never admit to it!,positive
I will never choose over you again!,positive
This is great!,positive
The Icarus awning unfortunately wont fit the size,negative
Dying for some egg benny,negative
: Paul: Im talking about getting warrants from judges. Go get a big hug from Obama,negative
It was fabulous! Very pleased.,positive
I used to be so flexible,negative
: Dear Fox News here is my closing argument None of the Gop candidates said anything to help the suffering of women or,negative
Apparently mechanics had to be flown in to fix some planes...not the most assuring sign,positive
the worst customer service in Denver.,positive
I appreciate the credit for my troubles but the lack of personal response troubles me.,positive
thanks Ill fill out the form that no one reads or responds to.,positive
ZCC82U Cancelled Flight flight h in advance??? Need connect flight reschedule so the link isnt helping. Help!? Gf waited months to see me.,positive
I luv ur avi,positive
: This is the second time in a row I havent received text updates about flight time change. Dont offer if you wont use it,positive
thanks for leaving our year old in his own row flight LAX-IAD,positive
That hat,positive
Life itself cannot give you joy unless you really will it. Life just gives you time and space. Its up to you to fill it.,positive
you lied to me You said you could t drink,negative
was rebooked but sucked big time. Crappy layover. Customer service very sub-par.,positive
can someone please tell me who I have to talk to,positive
Im thinking garden party ... Buy bottles of wine save %!!,positive
weather is unavoidable. Understaffing is controllable,positive
Im already planning for hope I can meet more guests there!,negative
trying to change my flight and you just hang up on ppl bc call volume is high. Thats a joke right?,positive
someone say ?,positive
Snapchat me guys - IvyPowel19,positive
: THIS As a veteran I believe military budget should be slashed https://,positive
thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.,positive
still no update text &amp; still no response to email fr1/5/2015 SR . Feel like yr losing customer service/care,positive
Im sure Ben is not ready for any of this.,negative
translation: we dont reinvest our mammoth profits into the customer service experience. Cause we dont care.,positive
fruity vodkas always help : ),positive
: Hey Huckabee youre not allowed to talk about science related to abortion when you dont believe in climate change.,negative
no no i love u most and fuck i know,negative
Last time I was here was a funeral and a again funeral. Modimo ho tseba wena fela. feeling emotional at...,negative
you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help.,positive
what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,positive
fback?,positive
Gate Agent Alavera is amazing,positive
I think I get a faster response on Twitter than I do when I call...whats up with that?,positive
: . primaries. Fox Party set up &amp; anointed their man Jeb Bush http:,negative
es mi tio you know its a must to follow him since Im from Sinaloa.. Arre!,positive
Why is no one awake,negative
I need to know what to do? My flight has been Cancelled Flightled and I cant speak to anyone. Help!,positive
Im sorry I have insult some people if you as a R were not completely embarrassed by your party.. You dont live in reality.,negative
Im bored,negative
Why republicans have to be pro life it makes it hard for people in the st century to take them seriously,negative
Has nobody told you about this side of twitter? Its in the T&amp;Cs. He owns you now. Sorry.,negative
i dont know what helped me more to get awake ... the shock when i spilled my coffe or the rest of the coffe,positive
: . calls debate closing a show-stopping zinger,positive
props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future!,positive
: Walker mentions uber rich counties (like mine) around DC. Leaves out mega reason why: defense contracting.,negative
thanks. Weather is understandable but when every single domestic flight is delayed because of inbound intl flights its crazy,positive
: Fox is cherry picking the candidates. Jeb gets the softball questions.,negative
Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,positive
So Cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuute,positive
I LOVE YOU SO MUCH.I BELEVE THAT HE WLL FOLLOW.PLEASE FOLLOW ME PLEASE JUSTN x15.333,negative
Cool. Thank you.,positive
Does Trump not realize hes a complete joke or?? I feel as though he would have caught onto that by now,negative
Im starving,negative
unacceptable. Its clear losing just one customer doesnt matter to American but how many more bankruptcies will it take,positive
i couldve joined pz earlier if i didnt wait..,negative
i wish,negative
: We the American people pick the next President of United States not FOX News,negative
Thanks.,positive
yess;; i dont have the original pic,negative
: Just ignore all the pundit blither. The biggest winner of last nights was . Full stop.,negative
dear plz dont post my creations in public without my permission i amtired now telling every1,negative
- minutes on hold for a reservation?,positive
Please tell there is a difference between being a honest and being a verbally abusive asshole.,negative
delayed to10.30!!,positive
Ted Cruz couldnt be president of his own tree fort,negative
Beyond frustrated Sked change = no seats earlier departure and double layover. Of course only seats are $$++. Cust svc no help,positive
Early birds are gone already das nice,positive
: Megan: youve called women fat pigs etc. audience: ha ha ha.WTF? What is wrong with these people?,negative
: Tonight we learned that thinks he can remove our civil rights to fight terrorism.,negative
Calling someone a fat pig isnt about tone,negative
whats your snapchat?,positive
I wish I could be there to say a final goodbye to them,negative
rebooked. This one is Late Flight too.,positive
beautifully-crafted review: I must bring myself to read Mockingbird asap now that my diploma is done,positive
I asked a legitimate question about systemwide vs. localized problems and got back an unreLate Flightd copy/paste. You can do better.,positive
P keeps me alive,positive
any guesstimate on hold times? Cant change my flight online at mins and counting...,positive
hr delay at the start huge queues at security no representative to meet us rude staff at baggage reclaim,positive
Just saying the truth. You dont even an email!,positive
it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text no email no love...,positive
Hi If you want a free guide use the ZonzoFox App using this link Have a nice stay,positive
: Please stop talking about Ronald Reagan they way Ronald Reagan talked about Abraham Lincoln.,negative
Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany.,positive
I cant get an operator after an hours worth of calls to Cancelled Flight a delayed flight. Automated system doesnt go beyond message.,positive
: Trump sez- Four FOUR times Ive taken advantage of the law and as your prez Id be honored to do it again.,negative
Thank you.,positive
i just realised i am a month clean and wow i think thats neat-o,negative
: It is very disappointing that Fox News is not conducting a Fair &amp; Balanced Debate.,negative
busy sa school next time love yah! xx,negative
spent hundreds to rectify the situation and you guys go quiet,positive
flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,positive
: Did I hear that right? had to pay people to attend a family wedding?,negative
trick for getting into your hold queue? Ive been calling since Thursday and keep getting the call back Late Flightr message,positive
please dont leave,negative
Hey and thank you for following,positive
: No minority in their right mind should be voting for anyone of these candidates! They dont have a clue about our issues,negative
best customer service rep in the world! takes the cake!!!,positive
thnx for quick reply but dont think you can assist. Our intl grp will be put to considerable inconvenience today.,positive
Im pleased to hear - Sarah,positive
: Did you know? Rick Santorum on Donald Trump and Donald Trump on Blue Collar Conservatives,negative
: It is very disappointing that Fox News is not conducting a Fair &amp; Balanced Debate.,negative
horrible travel day w/ your airlines. My :20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldnt get on the :05,positive
love u,positive
the sun is shining so Im gonna make the most of it,positive
no announcement re extra baggage find an empty bin down to aisle back up with baggage to my seat row . YOUR agents argueing,positive
I squashed the commits. Did it still make commits?,positive
Weekend = Work + Studying,negative
But you know I do na... We can negotiate the Bride Price Advance Payment,negative
It was nice to see family members I am close to but miss them,negative
have you ever lost luggage with an infant and a year old? Then customer service never answered the phone. Ive tried all night.,positive
: Is it just me or does anyone else want to punch Chris Wallace in the face?,negative
FOLLOWED ME THANKS AND PLEASE FOLLOWED ME TOO,negative
my data just depleted I wish it could come back and say Im sorry Mbasa I was joking. Im still here,negative
I was on hold for over hours and my call got disconnected. Thanks a lot.,positive
Missing my tito daddy,negative
flight have already been Cancelled Flightled once been trying to get home two days. Staff being very unhelpful.,positive
Im good thanks hope all well with you and yours xx,positive
I did and as I thought nothing happened,positive
Jeb Bush just lied. And poorly.,negative
I like too,positive
when u r obsessed with OTH and watching the whole show for a third time,positive
Are they going to let Chris Wallace Speak or let the sychophant continue to look at herself in the camera before asking a q?,negative
: Ask Trump a legitimate question. Look at Wallaces face when Trump nails it.,positive
I would appreciate a call regarding a HORRIBLE experience I had with a gate agent. Was on hold for min and then hung on me.,positive
Hi BAM ! Can you follow my bestfriend ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x16,positive
just deplaned at OHare gate K13. Why dont you send a customer service rep to discuss my situation? God knows...,positive
Id love to win one !,positive
I love you all goodnight. Vid going up when I wake up you all with love this one,positive
I was on hold for minutes &amp; no one knows how to win these tickets that youre still handing out?,positive
: Watched each and every candidate was as insincere as a door to door hoover salesman! Delusion followed by lies,negative
: I still cant stop laughing about how Rand Paul freaked out because Chris Christie gave the black President a hug.,negative
ha ha. Ok honey. Go ahead. FYI - still dig ya. Enjoy voting. And then watch as he will have me by his side,positive
Im trying to choose my seats but every time I go to the next flight I get system error,positive
ok good to hear. Keep it up!,positive
just got home.. heavy rain,negative
: Disappointed in coverage of they acted like giddy amateurs at a sporting event using liberal media questi,negative
dude why arent u answering any of my msgs,negative
My fish is dying and I feel like crying.,negative
AA - this is a joke right? That line isnt even accepting calls right now - they just hang up.,positive
yes. Bags came hr after I arrived at baggage claim. Awful experience on the ground at BHM,positive
: Straight Outta Compton commercial during . Fox News viewers across the country call police on their TVs.,negative
hi please do check our final design,positive
it is the id conflict thanks for the help heres the screenshot of it working,positive
Wed appreciate your support Our for the Rising star award ~ vote for her here! Tks,positive
Except now there is no wait time the phone system just hangs up on you. So continuing to hold wont help.,positive
nawwwee i miss hyperbullies. like tong rd yr nga seatmates rajud mi mag barkada,negative
&amp; why tf cant i find subtitles for OITNB ? I need to understand Changs backstory,negative
George Bush may have hated black people but hates all women.And Mexicans.,negative
im wearing mine when I dj next fri,positive
: It is very disappointing that Fox News is not conducting a Fair &amp; Balanced Debate.,negative
ok gotcha!,positive
thanks,positive
choreographing is hard : (,negative
Abby,negative
completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time.,positive
Ive been on hold for an hour now. :57 as I type this. Ridiculous! All I need is the link to the chart that has routes time,positive
hey christine why so moody?,negative
Flight Cancelled Flightled reFlight Booking Problems online has not worked on my second round of hold (3 hrs now). Any other options?,positive
: These self righteous hypocrites trying to out God each other. Shameless.,negative
What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,positive
our flight attendant was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,positive
i ordered it as i always do. But on a hour flight delayed for hours it was worse than ever before when you forgot my meal.,positive
: Why doesnt Chris Wallace ask the other politicans about their finances and where their money comes from?,negative
years of Naval Service and I run the travel department for all my commands...,positive
pissing off thousands of East coast customers. When the delay is longer than the flight you = fail,positive
you quite possibly ruined my entire first day in South Florida bc of your disorganization.,positive
well it happens,positive
are you trying to break a world record for most delayed flights in a year?,positive
One of your workers was very rude with us. We can tell you in DM cuz it wont be any good publicity...,positive
Is large Wichita Falls Airport not receiving any arrivals? I have called and no one answers. I been waiting for day,positive
Perfectsweet to the point no time hogging. Go Rand!,positive
As funny as Twitter was last night during the it is fucking scary that this is one half of the selection for the POTUS!,negative
Someday well know.,positive
I have received one previously on the th having checked. Odd as you said there was no complaint associated with my e-mail?,positive
Im here if you want to talk,positive
beyond ready,positive
Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,positive
Big kudos to your staff today at Dallas Love Field for lifting everyones spirits today with all the delays and Cancelled Flightlations,positive
whats the hashtag for the weekend guys?,positive
finished downloading more than movies and one complete tv series from last night. Now WHERE.DO.I.START.,positive
the new logo is going to look amazing on the airplanes,positive
now you change my gate and dont tell me? What the fuck is wrong with you people. Learn to do your fucken job,positive
. days and not a word from . Bad PR guys.,positive
: Id really like to see how long each candidate was given to speak. It didnt seem Fair &amp; Balanced at all.,negative
robocalls me with another Cancelled Flightation. And then when I dont accept the change it wont let me connect to an agent. Just wow.,positive
i want you to make gulo tho kandekjs can i not go to school and still pass i wanna cry hahahah,negative
worst customer service experience ever. minutes to get the jetway to the plane at EWR tonight. Flight Disappointed,positive
Hulk Hogan in the news for a racial tirade I thought he couldnt stoop lower than his role in Thunder in Paradise,negative
Ive been on hold for over /2 hours - there has to be an easier way to Cancelled Flight/get a refund...,positive
This isnt a one time thing either! Its a shocking pattern of repeated neglect and disrespect.,positive
: and need to take control of this debate they can do it,positive
Ok good night I wish troye wasnt ugly and I met him today!:!; but ok today was fun Im excited for tmrw!!,positive
Hi to all my bestfriends/friends out there! :&gt; salamat sa mga nag.greet! Really Appreciated guise :-* Godbless yall &lt;3,positive
thanks for the upgrade today great way to start my week! Cc:,positive
Flight gets in minutes early and all goodwill gone when bags arent here minutes Late Flightr,positive
Very obvious last night that wants Bush to win. Gave him softballs all night long.,negative
: Today is the th anniversary of the and not one question in tonights . Message received lo,negative
WOW! Brilliant Cool Calm &amp; Collected.,positive
lol forgot about mubank today,negative
We have BOS Birmingham Oracle Samosas at,positive
Friday Night in Hong Kong... On the Ferry to Central to meet new girlfriends for an after-work drink .......,positive
Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,positive
I said id fall asleep early today...yesterday??? But now im just really hungry,negative
i was,positive
: Fact: Scott Walker Lies More Often Than He Tells The Truth,negative
IM OMW lol I wish,negative
hays,negative
Dear American when did hour hold times become the industry standard? Have you heard of additional staffing during weather?,positive
After sleeping on it...the ones that looked most presidential me:,positive
The Countrys going to hell and Megyn Kelly on is attacking Trump for a war on women?,negative
congrats exciting,positive
am tearout selektion with the yoot!,positive
Miserable trip ... lost bag Sat... found Mon... lost again... shipping nd day ground Tues... might have it for return flight home,positive
address and the butcher of babies for profit!,negative
Christies closing statement destroyed all of my good will towards him.,negative
Hello Get Youth Job Opportunities follow &gt;&gt;,positive
My last though,negative
What scares me most about : the people who break into storms of applause at misogyny &amp; crazy talk.,negative
made it! Thanks AA!,positive
The best photobomb [pic],positive
Hey Lynne on FB the Buffer button will bring up your composer and you can Buffer an FB share. -Mary,positive
Why not have an option for a call back? Im just sitting here burning through my minutes waiting for an error to be fixed.,positive
: Hey Chris Wallace These guys have a better plan than President Obama? Make the popcorn kids this is going to be stup,negative
oh my head save me,negative
Be Online mamaya LoiYals para sa Good News.. TruthfulWordsOf BeaNatividad,positive
well kind of I still read it if the author is my favoriteotherwiseI tend to not read them thats why I crave for more fics,positive
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
Cool. Will look for you there.,positive
I Miss You My for is !,positive
Thank you,positive
correct date is /11/15!,positive
Cant sleep cause Ive had the worst anxiety all day ugh can I just stay home tomorrow?,negative
when trying to check-in online it says to call...now Ive been on hold for hours...what to do?,positive
Brilliant,positive
: I am wondering what Fox is up to with THIS debate -- get rid of Trump Paul Cruz Carson?,negative
thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!,positive
Have you encouraged your employer on board () or stuck a poster up ()?,positive
hmm is this tweet antagonistic? I literally do sing the obs song,negative
Okay when do the actually candidates debate and not these street performers?,negative
: I AM CONFUSED AS TO WHY WOMENS REPRODUCTIVE RIGHTS IS A DEBATE TOPIC FOR THE MALE REPUBLICAN CANDIDATES,negative
Donald Trumps loyalty is to America and the American people. Not to a political party. !,positive
Commitment to excellence is b praised. Can get you to the wrong city days Late Flight or the right one days Late Flight.,positive
Even had a dream that Frank Ocean released his new album ffs pls,negative
Elmhurst FC are over Ill always be,negative
who do I contact about my awful experience I had /15/15 with Flight BUF-CLT?,positive
thanks for your excellent response time and assistance! All set,positive
lol at your estimated departure time. Plane hasnt even started boarding yet. You cant even get your delays right.,positive
The skin doesnt make them who they are the hair doesnt make them who they are but sexual orientation - totally,negative
Wet holiday Friday Console yourself in our cafe with Sophie Grigsons amazing carrot cake!,negative
UA1565 IAH -&gt; SJO is delayed by like hours. Crazy!,positive
Sorry to bother you but Ive been on hold for more than hours and minutes. Should I continue holding? Or call back?,positive
Right right?? We will always have good memories I guess.,negative
thank you! Love united!! Have flights today!,positive
: Carson Carson Carson: dammit man! Say the words racism and white supremacy to that audience!,negative
If you are looking to find out more about give me a shout sending out lots of emails today,positive
: So posed for adult pictures.should we bring that up?,negative
I have been trying to speak with an agent the whole day about my Cancelled Flightled flight what I can do?,positive
Youre part of an elite group,positive
ye galat hai tum ne mjhe ab non respected lrka bna dia itna rude word use kia hai ke ab mere bhook hi khatam ho jai hai,negative
love the s music blasting at gate in while waiting for flight to . Only if I could get an iced coffee!,positive
mistakes happen man as long as we get to play the game well be happy,positive
you mean the naggy anal child? You dont want to keep that Happy birthday buddy,positive
: From watching the it seems to me like Bashing PBO over his failed policies is more impo,negative
sweet follow back and Ill get the dm off,positive
thanks for effing up our holidays - were missing a full day of skiing due to your baggage teams incompetence at,positive
: Scott Walkers Abortion Ban Allows Rapist Father To Sue For Emotional Distress,negative
I was just watching A baby is born! Episode and I cant help but think is sweet kind caring and has had kids. Keep it up,positive
Thank U for the hr delay then boarding us onto a plane that reeks of vomit flight attendant indicated it wasnt cleaned properly.,positive
! MORE WAR!!! primary message heard at last night. Remember when the was known as the party of ? Miss those days,negative
Thats ok thanks for following me too.,positive
: As President I will always tell the truth and do what I said I would do.,positive
Overall the main thing we learned from the is that only straight white men matter.,negative
love ya,negative
: : RT - Is the new ?,negative
. Frightening to think the media is giving so much attention to a man who uses the word stupid SO much!,negative
Your CLT baggage crew deserves a . I had to run to make my connection. And my bags still made it!,positive
Thanks gang! Mind if I ask do you handle all of your Social Media in house?,positive
Yall need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,positive
: Hey Ronald Reagan has no relationship to you assholes he pardoned millions of mexican americans,negative
: We the American people pick the next President of United States not FOX News,negative
now the rd issue with the plane is a fuel leak. They will let us know soon what they decide.,positive
lost my cats missed their flights kept them crated hrs for a would-be hr trip. Youll never touch my pets again.,positive
Thats All!,negative
I miss my guy bestfriend,negative
: . &amp; arrogant/snarky on . The NY &amp; DC Media complex are slimy. Our America is not their,negative
its old pic,positive
: From watching the it seems to me like Bashing PBO over his failed policies is more impo,negative
LA always has traffic but this is INSANE. I cant be the only one with this issue on flight,positive
oh I see what you did there! Thanks for supporting .,positive
nd its going to expire next year. dat is mtn gb for u You really like it?,positive
yeah thats not helping. Having my bag shipped to the correct city the first time probably would have helped.,positive
Uwont allow me2make changes online force me2sit thru excess phone wait times&amptill insist charging crazy fees. Thats service?,positive
we saw this and thought you might need an upgrade as the girls are getting bigger,positive
fl Cancelled Flightled from Dallas to Austin. No one answering . Need help.,positive
Designed to deter people from forgetting things or to provide more storage space? The article says the latter,positive
Heres why it was so frustrating to watch the as a woman via,negative
: The highpoint of Ben Carsons political arc was--and will remain--dissing the black president at the National Prayer Breakfa,negative
Gooood morninggggg and Jummah Mubarak everyone! Have a blessed and amazing day ahead,positive
Have been trying to reach American Airlines since last evening to Cancelled Flight flights. WORST CUSTOMER SERVICE EVER! What now???,positive
follow &amp; follow u back,positive
thats a lie.,positive
I booked trip before crisis.,negative
thanks!,positive
RIGHT!!!!!! I literally was like maybe u should get people who actually know what theyre doing,positive
Hi BAM ! Can you follow my bestfriend ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x46,positive
Now if only it had an app... Stupid Apple not giving apps permission to do that &gt;,negative
why wont you find my luggage without blaming everyone else?,positive
the flight Im trying to change is in hours and Ive been trying to reach an agent for now. THIS IS UNBELIEVABLE.,positive
thanks bro,positive
When will the flight resume? I dons see it in the open schedule. :/,positive
: Just a few things not mentioned in the :Voting rightsClimate changeGun violencePolice shootingsStudent debtI,negative
Waiting for to defend this new fashion atrocity,positive
on hold for + min...no estimated answer time. Any help here?,positive
I LOVE YOU SO MUCH.I BELEVE THAT HE WLL FOLLOW.PLEASE FOLLOW ME PLEASE JUSTN x15.345,negative
YA! YA SONG MINO! WHERE ARE YOU?,negative
: So Donald Trump is Biff from Back to the Future ?,negative
Hey is it you?,positive
What was the last present you received? haha. basta.,negative
Ill do high you do low,negative
i tried it but doesnt help very much and Reservation seems to be overwhelmed with some issues,positive
Im familiar with the procedure. It wouldnt be the first time lost one of my bags.,positive
thats what I have been told. But refund doesnt really makeup for the inconvenience caused and the missed meeting... Does it?,positive
: Senator Cruz any word from God? Just spit out my tequila. Damn you Megyn Kelly it was the expensive kind.,negative
have fun here even though I wont be able to see you,negative
: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined,negative
and freedom to hangout with whoever you want to!!!!!!!!!,positive
Cancelled Flighted flights Late Flightr agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?,positive
never got an update and we had the worst communication from u. Our flight delay was mechanical and not a word.,positive
was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,positive
Im looking for influencers for my app If youre interested heres your invite,positive
some girl came up to me and was like you are so beautiful I want to dieididieieiei shes so cute,negative
seriously whats with the slow on this flight! If the speed was going to change for the worse then the price shouldnt go up!,positive
im sed.. the person im meeting is late and im at the other end of sg and i havent taken my dinner yet bless me,negative
since bulkhead seats cannot have bags on floor why dont u reserve o/head space above those seats? In B on UA246 - not impressed,positive
Saw ADF at WOMAD Gran Canaria yrs ago. Best gig ever! Crazy times,positive
I just wanna recover,negative
cause i have no problem discussing these things you know that,positive
already shared with them. Nothing done!,positive
Ted Cruz won that debate Imo early numbers suggest record audience yea! people are watching,positive
Pls stop saying rude nicknames that involve me being short im so sick of yall,negative
Liam and Sophia in Chicago,positive
i cant be there for you anymore &amp; im sorry bc of me youre not yourself anymore,negative
Ill pass along the advice. You guys rock!!,positive
Good afternoon,positive
: Two great debates! Who were your favorites? Let me know your thoughts,positive
Happy birthday buddy!,positive
other loser in - the environment!!,negative
one of the little p cheese pizzas! I grated some more cheese on top so all is well but that one was looking a little sparse,negative
yeah theyre giving me subtle hints. also tip : dont use it all and the community these last few years. Prims Algorithm III,positive
dont check your baggage if you dont have to. They will lose it!,positive
I dont want anything happen to my bae,negative
Dum Dum Andar - Ram Sampath Sona Mohapatra &amp; Samantha Edwards Mein Tulane to razi razi Wah! Thats Josh,positive
shout out to the flight crew for taking amazing care of us on our double down flight!,positive
Finally watching the last episode hopefully it wont end,negative
once again flying AA4285 once again + min delay because of mechanical issues. Perhaps you should consider maintenance?,positive
: Even God is rolling his eyes at these responses. We get it you are super into Jesus. Just not what he does or says...,negative
thanks for the response. I know its not your fault... But Im in ORD in T5 and hungry if you want to stop by,positive
cant get thru to anyone on phone,positive
: : misogynist ignorant xenophobic and greedy: another proof that money does not buy class.,negative
Thank you!,positive
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
congrats on treating your customers the worst way possible. I know plenty of other ppl who have had horrible experience w you too,positive
a baby shit its pants half way through my flight and it smelled like shit what are you going to do about this?,positive
welcome on board,positive
I do bby. And i might take one now.,positive
SAME,negative
I guess I have to redo the Flight Booking Problems. Ugh!,positive
I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything,positive
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.,positive
work adios friends,negative
Thanks for sharing this!,positive
: Fox News is obviously trying to influence the makeup of the Republican field.,negative
sneak peek,positive
I feel like Im going to throw up,negative
I love blue eyes,negative
so true,positive
Just landed in GC!! Yeeew of to pre LAN,positive
so I still need to stay on hold?,positive
Im here standing at baggage claim waiting for bags FOR OVER AN HOUR at DFW. The gate is feet from here!,positive
been trying for weeks no use,positive
When a guy buys u a water but u cant drink it because u didnt watch the cup like a hawk as he transferred it from the bartender to u,negative
Rettweet,positive
turns into with such difficulty to past loyal customer. As a AA platinum flyer usair couldnt be more unhelpful. Why,positive
Morning All,positive
I wish I could drive. Im good at it. Stupid vertigo and panic attacks makes dual carriageway driving impossible tho,negative
Youre gonna watch this shit and understand how badly you scared me! &gt;,negative
Oh we are sure its not planned but it occurs absolutely consistently its usually the only YYJ flight thats Cancelled Flightled daily.,positive
UA1740. hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,positive
: men on stage discussing one woman.,negative
Good morning. Thank YOU ALL for RTs follows mentions favorites convos &amp; rescoops! Keep UP the GOOD work &amp; have a GREAT day,positive
Why cant I find a cheap flight from DC to St Louis? The prices went up like crazy for April weekends!,positive
our fligth Somthing to talk about this?,positive
Case ID,positive
Havent really slept all night Im in a different place where its a little colder. Hopefully that will help. Took some meds,negative
I need to order another green apple martini to process what the hell just happened.,negative
I LOVE YOU SO MUCH.I BELEVE THAT HE WLL FOLLOW.PLEASE FOLLOW ME PLEASE JUSTN x15.320,negative
no money,negative
Already miss so much,negative
why wouldnt you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.,positive
thought u merged but sucks,positive
Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member,positive
I need HELP! Im trying to Cancelled Flight a flight before it takes off but I cant get a hold of ANYONE because all lines are busy.,positive
in a culture of whos ? Maybe you should rethink the effectiveness of standing ones ground.,negative
then pls dont think youre not good enough ^__________^ let him be. if hes missing this chance then it is his fault,negative
YOU ROCK! Thank you so much for the mention,positive
Backed out,negative
I always tweet hit me or snap me... no one ever does but its worth a try,positive
Visit my blog thanks,positive
Nobody said it was easy,negative
I missed half of Music Bank bc grocery shopping but the good thing is: I finally have hubba bubba bubble gum again &lt;3,negative
why is it impossible to change / buy preferred seats via your app?,positive
i understand that but i should still be able to view my reservation online....,positive
great shot - safe trip back to HK - love that place,positive
so wait he said he didnt use it and now says when I used it?,negative
Sure mate i will dont worry thanks!,positive
and how is this not a mechanical issue? All evidence points to the idea that its the ILS at CLL at fault not the weather.,positive
SO BAD service in Miami AirPort..,positive
: Chris /11 Christie only /11 mentions /11 every /11 other /11 minute NOT for political /11 reasons.,negative
i may look strong hey,negative
: and need to take control of this debate they can do it,positive
omg you cant just tell this and dont say more cant wait to know !!!!,positive
The is a prime example why young people are turned off by politics and unmotivated to run for office.,negative
Hope You Have A Happy Friday !!,positive
: I loved Huckabees work in The Grinch who Stole Christmas.,negative
are you % sure you lost it in your house??,negative
no its okay i didnt mind everyone has their opinions anyway were talking first time,positive
why dont you hire people to deal with the call volume this is absolute garbage,positive
No I was there hrs early! Send me an email to share my experience You dont want this blasting here.,positive
Thank you for taking good care of people with ALS!,positive
: If they had their way women will have to hold monthly funerals for their periods like when you flush a goldfish.,negative
no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was,positive
isnt avalible in Denmark ... Could someone please gift it to me? im frustrated,negative
very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,positive
Anyone not willing to place objective reality ahead of lunatic liberal ideology is no friend to those resisting progressivism.,negative
horrible flight!,positive
weve been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance.,positive
Bag MIA since Wednesday. Still no word where it is or if well ever see it again.,positive
Im so frustrated with my planks. The times are super inconsistent and I have no idea what Im doing wrong.,negative
thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.,positive
: Paging the Donald: you cant beat Jamaica in soccer either,negative
flight no delayed hours. Another week another delayed flight,positive
is failing the focus poll I knew he would. He bombed! Never attack a conservative woman.,negative
Kelly is no role model doesnt speak for me or my prof friends Rosie? Now a real woman Kelly is a poser,negative
my wife is trying to check in for a flight tonight out of RSW...website not allowing saying must go to airport... [Part of ],positive
waiting for the code now,positive
None of these candidates seem to realize the IRS doesnt make the tax laws. They just collect the money.,negative
I feel like having a relapse,positive
: Republicans love referencing the Constitution but REALLY seem to misunderstand the whole separation of church and state,negative
